sample	timestamp	elapsed_ms	database_host	pool	role	shard	metric	value
9	2026-09-24T23:04:57.747Z	124257	127.0.0.1	main	local	0	wait_count_per_sec	0.000000
9	2026-09-24T23:04:57.747Z	124257	127.0.0.1	main	local	0	wait_duration_ms_per_sec	0.000000
9	2026-09-24T23:04:57.747Z	124257	127.0.0.1	main	local	0	average_wait_ms	0.000000
10	2026-09-24T23:04:58.746Z	125256	127.0.0.1	main	local	0	max_open_connections	50.000000
10	2026-09-24T23:04:58.746Z	125256	127.0.0.1	main	local	0	open_connections	1.000000
10	2026-09-24T23:04:58.746Z	125256	127.0.0.1	main	local	0	in_use	0.000000
10	2026-09-24T23:04:58.746Z	125256	127.0.0.1	main	local	0	idle	1.000000
10	2026-09-24T23:04:58.746Z	125256	127.0.0.1	main	local	0	pool_utilization_pct	0.000000
10	2026-09-24T23:04:58.746Z	125256	127.0.0.1	main	local	0	wait_count_total	0.000000
10	2026-09-24T23:04:58.746Z	125256	127.0.0.1	main	local	0	wait_duration_ms_total	0.000000
10	2026-09-24T23:04:58.746Z	125256	127.0.0.1	main	local	0	max_idle_closed_total	0.000000
10	2026-09-24T23:04:58.746Z	125256	127.0.0.1	main	local	0	max_idle_time_closed_total	0.000000
10	2026-09-24T23:04:58.746Z	125256	127.0.0.1	main	local	0	max_lifetime_closed_total	0.000000
10	2026-09-24T23:04:58.746Z	125256	127.0.0.1	main	local	0	wait_count_per_sec	0.000000
10	2026-09-24T23:04:58.746Z	125256	127.0.0.1	main	local	0	wait_duration_ms_per_sec	0.000000
10	2026-09-24T23:04:58.746Z	125256	127.0.0.1	main	local	0	average_wait_ms	0.000000
11	2026-09-24T23:04:59.747Z	126257	127.0.0.1	main	local	0	max_open_connections	50.000000
11	2026-09-24T23:04:59.747Z	126257	127.0.0.1	main	local	0	open_connections	1.000000
11	2026-09-24T23:04:59.747Z	126257	127.0.0.1	main	local	0	in_use	0.000000
11	2026-09-24T23:04:59.747Z	126257	127.0.0.1	main	local	0	idle	1.000000
11	2026-09-24T23:04:59.747Z	126257	127.0.0.1	main	local	0	pool_utilization_pct	0.000000
11	2026-09-24T23:04:59.747Z	126257	127.0.0.1	main	local	0	wait_count_total	0.000000
11	2026-09-24T23:04:59.747Z	126257	127.0.0.1	main	local	0	wait_duration_ms_total	0.000000
11	2026-09-24T23:04:59.747Z	126257	127.0.0.1	main	local	0	max_idle_closed_total	0.000000
11	2026-09-24T23:04:59.747Z	126257	127.0.0.1	main	local	0	max_idle_time_closed_total	0.000000
11	2026-09-24T23:04:59.747Z	126257	127.0.0.1	main	local	0	max_lifetime_closed_total	0.000000
11	2026-09-24T23:04:59.747Z	126257	127.0.0.1	main	local	0	wait_count_per_sec	0.000000
11	2026-09-24T23:04:59.747Z	126257	127.0.0.1	main	local	0	wait_duration_ms_per_sec	0.000000
11	2026-09-24T23:04:59.747Z	126257	127.0.0.1	main	local	0	average_wait_ms	0.000000
12	2026-09-24T23:05:00.747Z	127257	127.0.0.1	main	local	0	max_open_connections	50.000000
12	2026-09-24T23:05:00.747Z	127257	127.0.0.1	main	local	0	open_connections	1.000000
12	2026-09-24T23:05:00.747Z	127257	127.0.0.1	main	local	0	in_use	0.000000
12	2026-09-24T23:05:00.747Z	127257	127.0.0.1	main	local	0	idle	1.000000
12	2026-09-24T23:05:00.747Z	127257	127.0.0.1	main	local	0	pool_utilization_pct	0.000000
12	2026-09-24T23:05:00.747Z	127257	127.0.0.1	main	local	0	wait_count_total	0.000000
12	2026-09-24T23:05:00.747Z	127257	127.0.0.1	main	local	0	wait_duration_ms_total	0.000000
12	2026-09-24T23:05:00.747Z	127257	127.0.0.1	main	local	0	max_idle_closed_total	0.000000
12	2026-09-24T23:05:00.747Z	127257	127.0.0.1	main	local	0	max_idle_time_closed_total	0.000000
12	2026-09-24T23:05:00.747Z	127257	127.0.0.1	main	local	0	max_lifetime_closed_total	0.000000
12	2026-09-24T23:05:00.747Z	127257	127.0.0.1	main	local	0	wait_count_per_sec	0.000000
12	2026-09-24T23:05:00.747Z	127257	127.0.0.1	main	local	0	wait_duration_ms_per_sec	0.000000
12	2026-09-24T23:05:00.747Z	127257	127.0.0.1	main	local	0	average_wait_ms	0.000000
13	2026-09-24T23:05:01.746Z	128256	127.0.0.1	main	local	0	max_open_connections	50.000000
13	2026-09-24T23:05:01.746Z	128256	127.0.0.1	main	local	0	open_connections	1.000000
13	2026-09-24T23:05:01.746Z	128256	127.0.0.1	main	local	0	in_use	0.000000
13	2026-09-24T23:05:01.746Z	128256	127.0.0.1	main	local	0	idle	1.000000
13	2026-09-24T23:05:01.746Z	128256	127.0.0.1	main	local	0	pool_utilization_pct	0.000000
13	2026-09-24T23:05:01.746Z	128256	127.0.0.1	main	local	0	wait_count_total	0.000000
13	2026-09-24T23:05:01.746Z	128256	127.0.0.1	main	local	0	wait_duration_ms_total	0.000000
13	2026-09-24T23:05:01.746Z	128256	127.0.0.1	main	local	0	max_idle_closed_total	0.000000
13	2026-09-24T23:05:01.746Z	128256	127.0.0.1	main	local	0	max_idle_time_closed_total	0.000000
13	2026-09-24T23:05:01.746Z	128256	127.0.0.1	main	local	0	max_lifetime_closed_total	0.000000
13	2026-09-24T23:05:01.746Z	128256	127.0.0.1	main	local	0	wait_count_per_sec	0.000000
13	2026-09-24T23:05:01.746Z	128256	127.0.0.1	main	local	0	wait_duration_ms_per_sec	0.000000
13	2026-09-24T23:05:01.746Z	128256	127.0.0.1	main	local	0	average_wait_ms	0.000000
14	2026-09-24T23:05:02.747Z	129257	127.0.0.1	main	local	0	max_open_connections	50.000000
14	2026-09-24T23:05:02.747Z	129257	127.0.0.1	main	local	0	open_connections	1.000000
14	2026-09-24T23:05:02.747Z	129257	127.0.0.1	main	local	0	in_use	0.000000
14	2026-09-24T23:05:02.747Z	129257	127.0.0.1	main	local	0	idle	1.000000
14	2026-09-24T23:05:02.747Z	129257	127.0.0.1	main	local	0	pool_utilization_pct	0.000000
14	2026-09-24T23:05:02.747Z	129257	127.0.0.1	main	local	0	wait_count_total	0.000000
14	2026-09-24T23:05:02.747Z	129257	127.0.0.1	main	local	0	wait_duration_ms_total	0.000000
14	2026-09-24T23:05:02.747Z	129257	127.0.0.1	main	local	0	max_idle_closed_total	0.000000
14	2026-09-24T23:05:02.747Z	129257	127.0.0.1	main	local	0	max_idle_time_closed_total	0.000000
14	2026-09-24T23:05:02.747Z	129257	127.0.0.1	main	local	0	max_lifetime_closed_total	0.000000
14	2026-09-24T23:05:02.747Z	129257	127.0.0.1	main	local	0	wait_count_per_sec	0.000000
14	2026-09-24T23:05:02.747Z	129257	127.0.0.1	main	local	0	wait_duration_ms_per_sec	0.000000
14	2026-09-24T23:05:02.747Z	129257	127.0.0.1	main	local	0	average_wait_ms	0.000000
15	2026-09-24T23:05:03.746Z	130256	127.0.0.1	main	local	0	max_open_connections	50.000000
15	2026-09-24T23:05:03.746Z	130256	127.0.0.1	main	local	0	open_connections	1.000000
15	2026-09-24T23:05:03.746Z	130256	127.0.0.1	main	local	0	in_use	0.000000
15	2026-09-24T23:05:03.746Z	130256	127.0.0.1	main	local	0	idle	1.000000
15	2026-09-24T23:05:03.746Z	130256	127.0.0.1	main	local	0	pool_utilization_pct	0.000000
15	2026-09-24T23:05:03.746Z	130256	127.0.0.1	main	local	0	wait_count_total	0.000000
15	2026-09-24T23:05:03.746Z	130256	127.0.0.1	main	local	0	wait_duration_ms_total	0.000000
15	2026-09-24T23:05:03.746Z	130256	127.0.0.1	main	local	0	max_idle_closed_total	0.000000
15	2026-09-24T23:05:03.746Z	130256	127.0.0.1	main	local	0	max_idle_time_closed_total	0.000000
15	2026-09-24T23:05:03.746Z	130256	127.0.0.1	main	local	0	max_lifetime_closed_total	0.000000
15	2026-09-24T23:05:03.746Z	130256	127.0.0.1	main	local	0	wait_count_per_sec	0.000000
15	2026-09-24T23:05:03.746Z	130256	127.0.0.1	main	local	0	wait_duration_ms_per_sec	0.000000
15	2026-09-24T23:05:03.746Z	130256	127.0.0.1	main	local	0	average_wait_ms	0.000000
16	2026-09-24T23:05:04.746Z	131256	127.0.0.1	main	local	0	max_open_connections	50.000000
16	2026-09-24T23:05:04.746Z	131256	127.0.0.1	main	local	0	open_connections	1.000000
16	2026-09-24T23:05:04.746Z	131256	127.0.0.1	main	local	0	in_use	0.000000
16	2026-09-24T23:05:04.746Z	131256	127.0.0.1	main	local	0	idle	1.000000
16	2026-09-24T23:05:04.746Z	131256	127.0.0.1	main	local	0	pool_utilization_pct	0.000000
16	2026-09-24T23:05:04.746Z	131256	127.0.0.1	main	local	0	wait_count_total	0.000000
16	2026-09-24T23:05:04.746Z	131256	127.0.0.1	main	local	0	wait_duration_ms_total	0.000000
16	2026-09-24T23:05:04.746Z	131256	127.0.0.1	main	local	0	max_idle_closed_total	0.000000
16	2026-09-24T23:05:04.746Z	131256	127.0.0.1	main	local	0	max_idle_time_closed_total	0.000000
16	2026-09-24T23:05:04.746Z	131256	127.0.0.1	main	local	0	max_lifetime_closed_total	0.000000
16	2026-09-24T23:05:04.746Z	131256	127.0.0.1	main	local	0	wait_count_per_sec	0.000000
16	2026-09-24T23:05:04.746Z	131256	127.0.0.1	main	local	0	wait_duration_ms_per_sec	0.000000
16	2026-09-24T23:05:04.746Z	131256	127.0.0.1	main	local	0	average_wait_ms	0.000000
17	2026-09-24T23:05:05.746Z	132256	127.0.0.1	main	local	0	max_open_connections	50.000000
17	2026-09-24T23:05:05.746Z	132256	127.0.0.1	main	local	0	open_connections	1.000000
17	2026-09-24T23:05:05.746Z	132256	127.0.0.1	main	local	0	in_use	0.000000
17	2026-09-24T23:05:05.746Z	132256	127.0.0.1	main	local	0	idle	1.000000
17	2026-09-24T23:05:05.746Z	132256	127.0.0.1	main	local	0	pool_utilization_pct	0.000000
17	2026-09-24T23:05:05.746Z	132256	127.0.0.1	main	local	0	wait_count_total	0.000000
17	2026-09-24T23:05:05.746Z	132256	127.0.0.1	main	local	0	wait_duration_ms_total	0.000000
17	2026-09-24T23:05:05.746Z	132256	127.0.0.1	main	local	0	max_idle_closed_total	0.000000
17	2026-09-24T23:05:05.746Z	132256	127.0.0.1	main	local	0	max_idle_time_closed_total	0.000000
17	2026-09-24T23:05:05.746Z	132256	127.0.0.1	main	local	0	max_lifetime_closed_total	0.000000
17	2026-09-24T23:05:05.746Z	132256	127.0.0.1	main	local	0	wait_count_per_sec	0.000000
17	2026-09-24T23:05:05.746Z	132256	127.0.0.1	main	local	0	wait_duration_ms_per_sec	0.000000
17	2026-09-24T23:05:05.746Z	132256	127.0.0.1	main	local	0	average_wait_ms	0.000000
18	2026-09-24T23:05:06.747Z	133257	127.0.0.1	main	local	0	max_open_connections	50.000000
18	2026-09-24T23:05:06.747Z	133257	127.0.0.1	main	local	0	open_connections	1.000000
18	2026-09-24T23:05:06.747Z	133257	127.0.0.1	main	local	0	in_use	0.000000
18	2026-09-24T23:05:06.747Z	133257	127.0.0.1	main	local	0	idle	1.000000
18	2026-09-24T23:05:06.747Z	133257	127.0.0.1	main	local	0	pool_utilization_pct	0.000000
18	2026-09-24T23:05:06.747Z	133257	127.0.0.1	main	local	0	wait_count_total	0.000000
18	2026-09-24T23:05:06.747Z	133257	127.0.0.1	main	local	0	wait_duration_ms_total	0.000000
18	2026-09-24T23:05:06.747Z	133257	127.0.0.1	main	local	0	max_idle_closed_total	0.000000
18	2026-09-24T23:05:06.747Z	133257	127.0.0.1	main	local	0	max_idle_time_closed_total	0.000000
18	2026-09-24T23:05:06.747Z	133257	127.0.0.1	main	local	0	max_lifetime_closed_total	0.000000
18	2026-09-24T23:05:06.747Z	133257	127.0.0.1	main	local	0	wait_count_per_sec	0.000000
18	2026-09-24T23:05:06.747Z	133257	127.0.0.1	main	local	0	wait_duration_ms_per_sec	0.000000
18	2026-09-24T23:05:06.747Z	133257	127.0.0.1	main	local	0	average_wait_ms	0.000000
19	2026-09-24T23:05:07.746Z	134256	127.0.0.1	main	local	0	max_open_connections	50.000000
19	2026-09-24T23:05:07.746Z	134256	127.0.0.1	main	local	0	open_connections	1.000000
19	2026-09-24T23:05:07.746Z	134256	127.0.0.1	main	local	0	in_use	0.000000
19	2026-09-24T23:05:07.746Z	134256	127.0.0.1	main	local	0	idle	1.000000
19	2026-09-24T23:05:07.746Z	134256	127.0.0.1	main	local	0	pool_utilization_pct	0.000000
19	2026-09-24T23:05:07.746Z	134256	127.0.0.1	main	local	0	wait_count_total	0.000000
19	2026-09-24T23:05:07.746Z	134256	127.0.0.1	main	local	0	wait_duration_ms_total	0.000000
19	2026-09-24T23:05:07.746Z	134256	127.0.0.1	main	local	0	max_idle_closed_total	0.000000
19	2026-09-24T23:05:07.746Z	134256	127.0.0.1	main	local	0	max_idle_time_closed_total	0.000000
19	2026-09-24T23:05:07.746Z	134256	127.0.0.1	main	local	0	max_lifetime_closed_total	0.000000
19	2026-09-24T23:05:07.746Z	134256	127.0.0.1	main	local	0	wait_count_per_sec	0.000000
19	2026-09-24T23:05:07.746Z	134256	127.0.0.1	main	local	0	wait_duration_ms_per_sec	0.000000
19	2026-09-24T23:05:07.746Z	134256	127.0.0.1	main	local	0	average_wait_ms	0.000000
20	2026-09-24T23:05:08.746Z	135256	127.0.0.1	main	local	0	max_open_connections	50.000000
20	2026-09-24T23:05:08.746Z	135256	127.0.0.1	main	local	0	open_connections	1.000000
20	2026-09-24T23:05:08.746Z	135256	127.0.0.1	main	local	0	in_use	0.000000
20	2026-09-24T23:05:08.746Z	135256	127.0.0.1	main	local	0	idle	1.000000
20	2026-09-24T23:05:08.746Z	135256	127.0.0.1	main	local	0	pool_utilization_pct	0.000000
20	2026-09-24T23:05:08.746Z	135256	127.0.0.1	main	local	0	wait_count_total	0.000000
20	2026-09-24T23:05:08.746Z	135256	127.0.0.1	main	local	0	wait_duration_ms_total	0.000000
20	2026-09-24T23:05:08.746Z	135256	127.0.0.1	main	local	0	max_idle_closed_total	0.000000
20	2026-09-24T23:05:08.746Z	135256	127.0.0.1	main	local	0	max_idle_time_closed_total	0.000000
20	2026-09-24T23:05:08.746Z	135256	127.0.0.1	main	local	0	max_lifetime_closed_total	0.000000
20	2026-09-24T23:05:08.746Z	135256	127.0.0.1	main	local	0	wait_count_per_sec	0.000000
20	2026-09-24T23:05:08.746Z	135256	127.0.0.1	main	local	0	wait_duration_ms_per_sec	0.000000
20	2026-09-24T23:05:08.746Z	135256	127.0.0.1	main	local	0	average_wait_ms	0.000000
21	2026-09-24T23:05:09.747Z	136257	127.0.0.1	main	local	0	max_open_connections	50.000000
21	2026-09-24T23:05:09.747Z	136257	127.0.0.1	main	local	0	open_connections	1.000000
21	2026-09-24T23:05:09.747Z	136257	127.0.0.1	main	local	0	in_use	0.000000
21	2026-09-24T23:05:09.747Z	136257	127.0.0.1	main	local	0	idle	1.000000
21	2026-09-24T23:05:09.747Z	136257	127.0.0.1	main	local	0	pool_utilization_pct	0.000000
21	2026-09-24T23:05:09.747Z	136257	127.0.0.1	main	local	0	wait_count_total	0.000000
21	2026-09-24T23:05:09.747Z	136257	127.0.0.1	main	local	0	wait_duration_ms_total	0.000000
